origen,segment,segmento,marca,modelo_generico,modelo,generacion,version,version_comercial,nro_puertas,cilindrada_en_lts,cilindrada_en_cc,potencia_en_cv,disposicion_cilindros,cantidad_valvulas,codigo_motor,familia_de_motor,sistema_alimentacion,sistema_inyeccion,turbo,combustible,transmision,nro_velocidades,freno_delantero,freno_trasero,traccion,peso,nro_pasajeros,tipo_uso,uso_bus,nro_ejes,periodo,fecha_inicial,fecha_final,año_inicial,año_final,buscador,año,flota,vcdb_marca,vcdb_modelo,a�o_inicial,a�o_final,a�o
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,2.0,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,1.6,,4,1.6,1600,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200K,,4.0 AUTOMATICA,,4,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,4.0 MANUAL,,4,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200K,,4.0 AUTOMATICA,,-,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,KOMPRESSOR,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,2.0 MANUAL,,-,2.0,1998,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,CGI BASICO 1.8 AT,,-,1.8,1796,-,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,F 1.8 AUTOMATICA,,-,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200K,,,,-,-,-,-,-,-,-,-,-,-,-,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.3 MANUAL,,4,2.3,2300,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,3.5 AUTOMATICA,,4,3.5,3500,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.0 MANUAL,,4,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2496,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2496,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2496,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2496,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2496,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230K,,3.2 AUTOMATICA,,4,3.2,3200,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,1.8 AUTOMATICA,,4,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,BE 2.5 MT,,4,2.5,2496,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 MANUAL,,4,2.5,2497,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230K,,2.3,,4,2.3,2295,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,1999 - 1999,1999,1999,1999,1999,,1999,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C230,C230,,BERLINA 2.5 AT,,4,2.5,2496,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C230,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C240,C240,,2.6,,4,2.6,2600,-,V6,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C240,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C240,C240,,11.9,,4,11.9,11946,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C240,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C240,C240,,2.4,,4,2.4,2400,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,Mercedes-Benz,C240,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C250,C250,,AC 2.5 4P 4X2 TA,,4,2.5,2500,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2014 - 2014,2014,2014,2014,2014,,2014,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C250W,C250,,AC 1.8 4P 4X2 TA,,4,1.8,1776,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2014 - 2014,2014,2014,2014,2014,,2014,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C260,C260,,1.9 AUTOMATICA,,4,1.9,1896,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C280,C280,,3.0 AUTOMATICA,,4,3.0,2997,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C280,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C280,C280,,3.0 AUTOMATICA,,4,3.0,2996,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C280,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C280,C280,,3.0 MANUAL,,4,3.0,2997,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C280,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C280,C280,,SPORT 3.0 AUTOMATICA,,4,3.0,2996,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C280,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,AC 3.0 4P 4X2 TA EMB,,4,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,Mercedes-Benz,C300,,,
ESTADOS UNIDOS,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,AC 3.0 4P 4X4 TA,,4,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,AC 3.0 5P 4X2 TA,,5,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,CLASS AC 2.0 4P 4X2 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,Mercedes-Benz,C300,,,
ESTADOS UNIDOS,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,C300 SEDAN AC 2.0 4P 4X2 TA,,4,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,SPORT,,4,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,4X2,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,3.0 AUTOMATICA,,-,3.0,3000,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ESTADOS UNIDOS,PASSENGER CARS,,MERCEDES BENZ,C300,C300,,3.0 AUTOMATICA,,-,3.0,3000,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300,C300,,4.0 AUTOMATICA,,4,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300,C300,,SPORT 4.0 AT,,4,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300W,C300W,,4.0 AUTOMATICA,,4,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C300W4,C300W4,,3.0 AUTOMATICA,,-,3.0,3000,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C300,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300L,C300L,,4MATIC AC 2.0 4P 4X4 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300W4,C300W4,,,,4,1.6,1600,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C300W4,C300W4,,AC 3.5 4P 4X4 TA,,4,3.5,3498,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2014 - 2014,2014,2014,2014,2014,,2014,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C320,C320,,3.2 AUTOMATICA,,4,3.2,3200,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,Mercedes-Benz,C320,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C350,C350,,3.5 AUTOMATICA,,4,3.5,3498,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C350,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C350,C350,,3.5 AUTOMATICA,,4,3.5,3498,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C350,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,MERCEDES BENZ,C350,C350,,3.5 AUTOMATICA,,4,3.5,3500,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C350,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,C43,C43 AMG,,COUPE AC 3.0 2P 4X4 TA,,2,3.0,2996,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C4A,C4A,,,,4,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C63,C63,,AC 6.2 4P 4X2 TA,,4,6.2,6200,457,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,,,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,MERCEDES BENZ,C-CLASS,C-CLASS,,AC 2.0 4P 4X4 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,,,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,MERCEDES BENZ,C-CLASS,C300,,4MATIC AC 2.0 4P 4X2 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,,,,,
ALEMANIA,LIGHT COMMERCIALS,PANEL,MERCEDES BENZ,CITAN,CITAN,,AC 1.5 5P 4X2 TM DIESEL,,5,1.5,1500,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,DISCO VENTILADO,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
ALEMANIA,LIGHT COMMERCIALS,,MERCEDES BENZ,CLA,CLA250,,4MATIC AC 2.0 4P 4X4 TA,,4,2.0,2000,211,-,-,M 270.920,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
ALEMANIA,LIGHT COMMERCIALS,,MERCEDES BENZ,CLA,CLA250,,AC 2.0 4P 4X4 TA,,4,2.0,2000,360,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,,,,,
ALEMANIA,LIGHT COMMERCIALS,SEDAN,MERCEDES BENZ,CLA180,CLA180,,D AC 1.5 4P 4X2 TA,,4,1.5,1461,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,2,2019 - 2019,2019,2019,2019,2019,,2019,1,Mercedes-Benz,CLA180,,,
HUNGRIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,CLA35,CLA35 AMG,,AC 2.0 4P 4X4 TA,,4,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,CLASE E,E CLASS,,AC 3.5 4 4X2 TA,,4,3.5,3500,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,2,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,C43,C43 AMG,,AC 3.0 2P 4X4 TA,,2,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,,,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,CLK320,CLK320,,3.2 MANUAL,,-,3.2,3200,-,V6,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2002 - 2002,2002,2002,2002,2002,,2002,1,Mercedes-Benz,CLK320,,,
ALEMANIA,LIGHT COMMERCIALS,,MERCEDES BENZ,CLS550,CLS550,,AC 4.6 4P 4X2 TA,,4,4.6,4600,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,,,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,CLS350,CLS350,,3.5 AUTOMATICA,,-,3.5,3498,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,CLS350,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,CLS350,CLS350,,3.5 AUTOMATICA,,-,3.5,3498,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,CLS350,,,
